Genre,Artist,Track Name,Full Multitrack Link,Excerpt Multitrack Link,Number of Tracks (Excerpt),Number of Tracks (Full),Full Mix Preview,Excerpt Mix Preview,Unmastered WAV,Forum Link,Podcast Link
Electronica / Dance / Experimental,APZX,'Lacuna',https://mtkdata.cambridgemusictechnology.co.uk/MTK004/APZX_Lacuna_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/APZX_Lacuna.zip,25,38,https://previews.cambridge-mt.com/Lacuna_Full_Preview.mp3,https://previews.cambridge-mt.com/Lacuna_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=181,
Electronica / Dance / Experimental,APZX,'Transcention',https://mtkdata.cambridgemusictechnology.co.uk/MTK004/APZX_Transcention_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/APZX_Transcention.zip,16,26,https://previews.cambridge-mt.com/Transcention_Full_Preview.mp3,https://previews.cambridge-mt.com/Transcention_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=235,
Electronica / Dance / Experimental,Aron Jaeger,'Fly High',https://mtkdata.cambridgemusictechnology.co.uk/MTK016/AronJaeger_FlyHigh_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/AronJaeger_FlyHigh.zip,23,31,https://previews.cambridge-mt.com/FlyHigh_Full_Preview.mp3,https://previews.cambridge-mt.com/FlyHigh_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=454,
Electronica / Dance / Experimental,Babe Grand,'Aiguille Rouge',https://mtkdata.cambridgemusictechnology.co.uk/MTK021/BabeGrand_AiguilleRouge_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK021/BabeGrand_AiguilleRouge.zip,23,28,https://previews.cambridge-mt.com/AiguilleRouge_Full_Preview.mp3,https://previews.cambridge-mt.com/AiguilleRouge_Preview.mp3,https://previews.cambridge-mt.com/AiguilleRouge_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=690,
Electronica / Dance / Experimental,Babe Grand,'King Of The Weekend',https://mtkdata.cambridgemusictechnology.co.uk/MTK021/BabeGrand_KingOfTheWeekend_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK021/BabeGrand_KingOfTheWeekend.zip,18,30,https://previews.cambridge-mt.com/KingOfTheWeekend_Full_Preview.mp3,https://previews.cambridge-mt.com/KingOfTheWeekend_Preview.mp3,https://previews.cambridge-mt.com/KingOfTheWeekend_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=718,
Electronica / Dance / Experimental,Ben Flowers,NEW! 'The Calling',https://multitracks.cambridge-mt.com/BenFlowers_TheCalling_Full.zip,https://multitracks.cambridge-mt.com/BenFlowers_TheCalling.zip,8,8,https://previews.cambridge-mt.com/TheCalling_Full_Preview.mp3,https://previews.cambridge-mt.com/TheCalling_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=987,
Electronica / Dance / Experimental,Ben Flowers,'Ecstasy',https://multitracks.cambridge-mt.com/BenFlowers_Ecstasy_Full.zip,https://multitracks.cambridge-mt.com/BenFlowers_Ecstasy.zip,11,12,https://previews.cambridge-mt.com/Ecstasy_Full_Preview.mp3,https://previews.cambridge-mt.com/Ecstasy_Preview.mp3,https://previews.cambridge-mt.com/Ecstasy_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=892,
Electronica / Dance / Experimental,Ben Flowers,'Retry',https://multitracks.cambridge-mt.com/BenFlowers_Retry_Full.zip,https://multitracks.cambridge-mt.com/BenFlowers_Retry.zip,13,13,https://previews.cambridge-mt.com/Retry_Full_Preview.mp3,https://previews.cambridge-mt.com/Retry_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=949,
Electronica / Dance / Experimental,Bravestar,'Downtempo',https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Bravestar_Downtempo_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Bravestar_Downtempo.zip,18,26,https://previews.cambridge-mt.com/Downtempo_Full_Preview.mp3,https://previews.cambridge-mt.com/Downtempo_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=285,
Electronica / Dance / Experimental,Brennon Causey,'Centauri B',https://multitracks.cambridge-mt.com/BrennonCausey_CentauriB_Full.zip,https://multitracks.cambridge-mt.com/BrennonCausey_CentauriB.zip,18,31,https://previews.cambridge-mt.com/CentauriB_Full_Preview.mp3,https://previews.cambridge-mt.com/CentauriB_Preview.mp3,https://previews.cambridge-mt.com/CentauriB_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=881,
Electronica / Dance / Experimental,c:fx,'Mathematician',https://mtkdata.cambridgemusictechnology.co.uk/MTK005/cfx_Mathematician_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK005/cfx_Mathematician.zip,16,19,https://previews.cambridge-mt.com/Mathematician_Full_Preview.mp3,https://previews.cambridge-mt.com/Mathematician_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=169,
Electronica / Dance / Experimental,Carol Dant,'Do Not Stand',https://mtkdata.cambridgemusictechnology.co.uk/MTK017/CarolDant_DoNotStand_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK017/CarolDant_DoNotStand.zip,7,7,https://previews.cambridge-mt.com/DoNotStand_Full_Preview.mp3,https://previews.cambridge-mt.com/DoNotStand_Preview.mp3,https://previews.cambridge-mt.com/DoNotStand_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=407,
Electronica / Dance / Experimental,Carol Dant,'I Am The Desert',https://mtkdata.cambridgemusictechnology.co.uk/MTK020/CarolDant_IAmTheDesert_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK020/CarolDant_IAmTheDesert.zip,14,20,https://previews.cambridge-mt.com/IAmTheDesert_Full_Preview.mp3,https://previews.cambridge-mt.com/IAmTheDesert_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=544,
Electronica / Dance / Experimental,Chris Durban,'Celebrate',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR0905_ChrisDurban_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR0905_ChrisDurban.zip,23,30,https://previews.cambridge-mt.com/0905_Remix.mp3,https://previews.cambridge-mt.com/0905_Preview.mp3,https://previews.cambridge-mt.com/Celebrate_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=37,
Electronica / Dance / Experimental,cryonicPAX,'Another Way',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_AnotherWay_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_AnotherWay.zip,22,24,https://previews.cambridge-mt.com/AnotherWay_Full_Preview.mp3,https://previews.cambridge-mt.com/AnotherWay_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=442,
Electronica / Dance / Experimental,cryonicPAX,'Excessive',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_Excessive_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_Excessive.zip,17,18,https://previews.cambridge-mt.com/Excessive_Full_Preview.mp3,https://previews.cambridge-mt.com/Excessive_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=430,
Electronica / Dance / Experimental,cryonicPAX,'Hold Me',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_HoldMe_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_HoldMe.zip,21,23,https://previews.cambridge-mt.com/HoldMe_Full_Preview.mp3,https://previews.cambridge-mt.com/HoldMe_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=455,
Electronica / Dance / Experimental,cryonicPAX,'Melancholy',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_Melancholy_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/cryonicPAX_Melancholy.zip,15,18,https://previews.cambridge-mt.com/Melancholy_Full_Preview.mp3,https://previews.cambridge-mt.com/Melancholy_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=461,
Electronica / Dance / Experimental,Erocy,'Phantom',https://multitracks.cambridge-mt.com/Erocy_Phantom_Full.zip,https://multitracks.cambridge-mt.com/Erocy_Phantom.zip,33,40,https://previews.cambridge-mt.com/Phantom2_Full_Preview.mp3,https://previews.cambridge-mt.com/Phantom2_Preview.mp3,https://previews.cambridge-mt.com/Phantom2_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=915,
Electronica / Dance / Experimental,FIN,'Echoes',https://mtkdata.cambridgemusictechnology.co.uk/MTK012/Fin_Echoes_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK012/Fin_Echoes.zip,15,17,https://previews.cambridge-mt.com/Echoes_Full_Preview.mp3,https://previews.cambridge-mt.com/Echoes_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=378,
Electronica / Dance / Experimental,Francisco Perez,'Spaces',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/FranciscoPerez_Spaces_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/FranciscoPerez_Spaces.zip,13,18,https://previews.cambridge-mt.com/Spaces_Full_Preview.mp3,https://previews.cambridge-mt.com/Spaces_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=458,
Electronica / Dance / Experimental,Galias,'Horizon',https://mtkdata.cambridgemusictechnology.co.uk/MTK012/Galias_Horizon_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK012/Galias_Horizon.zip,13,20,https://previews.cambridge-mt.com/Horizon_Full_Preview.mp3,https://previews.cambridge-mt.com/Horizon_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=348,
Electronica / Dance / Experimental,Georgia Wonder,'Siren',https://mtkdata.cambridgemusictechnology.co.uk/MTK002/GeorgiaWonder_Siren_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK002/GeorgiaWonder_Siren.zip,37,59,https://previews.cambridge-mt.com/Siren_Full_Preview.mp3,https://previews.cambridge-mt.com/Siren_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=39,
Electronica / Dance / Experimental,Girls Under Glass,'We Feel Alright',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1011_GirlsUnderGlass_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1011_GirlsUnderGlass.zip,15,19,https://previews.cambridge-mt.com/1011_Remix.mp3,https://previews.cambridge-mt.com/1011_Preview.mp3,https://previews.cambridge-mt.com/WeFeelAlright_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=40,
Electronica / Dance / Experimental,Guarna,'eyeliner',https://multitracks.cambridge-mt.com/Guarna_Eyeliner_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Eyeliner.zip,14,20,https://previews.cambridge-mt.com/Eyeliner_Full_Preview.mp3,https://previews.cambridge-mt.com/Eyeliner_Preview.mp3,https://previews.cambridge-mt.com/Eyeliner_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=947,
Electronica / Dance / Experimental,Guarna,'Hawaii (feat. Kalv)',https://multitracks.cambridge-mt.com/Guarna_Hawaii_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Hawaii.zip,14,31,https://previews.cambridge-mt.com/Hawaii_Full_Preview.mp3,https://previews.cambridge-mt.com/Hawaii_Preview.mp3,https://previews.cambridge-mt.com/Hawaii_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=958,
Electronica / Dance / Experimental,Guarna,'Una Vita Sola',https://multitracks.cambridge-mt.com/Guarna_UnaVitaSola_Full.zip,https://multitracks.cambridge-mt.com/Guarna_UnaVitaSola.zip,27,46,https://previews.cambridge-mt.com/UnaVitaSola_Full_Preview.mp3,https://previews.cambridge-mt.com/UnaVitaSola_Preview.mp3,https://previews.cambridge-mt.com/UnaVitaSola_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=873,
Electronica / Dance / Experimental,Guarna,'Paris',https://multitracks.cambridge-mt.com/Guarna_Paris_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Paris.zip,23,28,https://previews.cambridge-mt.com/Paris_Full_Preview.mp3,https://previews.cambridge-mt.com/Paris_Preview.mp3,https://previews.cambridge-mt.com/Paris_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=885,
Electronica / Dance / Experimental,Guarna,'Roma',https://multitracks.cambridge-mt.com/Guarna_Roma_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Roma.zip,14,15,https://previews.cambridge-mt.com/Roma_Full_Preview.mp3,https://previews.cambridge-mt.com/Roma_Preview.mp3,https://previews.cambridge-mt.com/Roma_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=903,
Electronica / Dance / Experimental,Guarna,'Ancora Qui',https://multitracks.cambridge-mt.com/Guarna_AncoraQui_Full.zip,https://multitracks.cambridge-mt.com/Guarna_AncoraQui.zip,16,44,https://previews.cambridge-mt.com/AncoraQui_Full_Preview.mp3,https://previews.cambridge-mt.com/AncoraQui_Preview.mp3,https://previews.cambridge-mt.com/AncoraQui_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=757,
Electronica / Dance / Experimental,Guarna,'Nuvole',https://multitracks.cambridge-mt.com/Guarna_Nuvole_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Nuvole.zip,14,21,https://previews.cambridge-mt.com/Nuvole_Full_Preview.mp3,https://previews.cambridge-mt.com/Nuvole_Preview.mp3,https://previews.cambridge-mt.com/Nuvole_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=788,
Electronica / Dance / Experimental,Guarna,'Orson Welles',https://multitracks.cambridge-mt.com/Guarna_OrsonWelles_Full.zip,https://multitracks.cambridge-mt.com/Guarna_OrsonWelles.zip,16,31,https://previews.cambridge-mt.com/OrsonWelles_Full_Preview.mp3,https://previews.cambridge-mt.com/OrsonWelles_Preview.mp3,https://previews.cambridge-mt.com/OrsonWelles_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=854,
Electronica / Dance / Experimental,Guarna,'Parole Vuote',https://multitracks.cambridge-mt.com/Guarna_ParoleVuote_Full.zip,https://multitracks.cambridge-mt.com/Guarna_ParoleVuote.zip,28,45,https://previews.cambridge-mt.com/ParoleVuote_Full_Preview.mp3,https://previews.cambridge-mt.com/ParoleVuote_Preview.mp3,https://previews.cambridge-mt.com/ParoleVuote_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=768,
Electronica / Dance / Experimental,Guarna,'Puzzle (feat. Malachia)',https://multitracks.cambridge-mt.com/Guarna_Puzzle_Full.zip,https://multitracks.cambridge-mt.com/Guarna_Puzzle.zip,20,25,https://previews.cambridge-mt.com/Puzzle_Full_Preview.mp3,https://previews.cambridge-mt.com/Puzzle_Preview.mp3,https://previews.cambridge-mt.com/Puzzle_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=926,
Electronica / Dance / Experimental,Gurnzy,NEW! 'Sirenz',https://multitracks.cambridge-mt.com/Gurnzy_Sirenz_Full.zip,https://multitracks.cambridge-mt.com/Gurnzy_Sirenz.zip,10,14,https://previews.cambridge-mt.com/Sirenz_Full_Preview.mp3,https://previews.cambridge-mt.com/Sirenz_Preview.mp3,https://previews.cambridge-mt.com/Sirenz_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=990,
Electronica / Dance / Experimental,Ian Dearden,'Terania Creek Walking',https://mtkdata.cambridgemusictechnology.co.uk/MTK019/IanDearden_TeraniaCreekWalking_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK019/IanDearden_TeraniaCreekWalking.zip,12,19,https://previews.cambridge-mt.com/TeraniaCreekWalking_Full_Preview.mp3,https://previews.cambridge-mt.com/TeraniaCreekWalking_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=532,
Electronica / Dance / Experimental,Ian Dearden,'Thursday Reverie',https://mtkdata.cambridgemusictechnology.co.uk/MTK012/IanDearden_ThursdayReverie_Full.zip,,,6,https://previews.cambridge-mt.com/ThursdayReverie_Full_Preview.mp3,,https://previews.cambridge-mt.com/ThursdayReverie_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=362,
Electronica / Dance / Experimental,J0K3R,'September Trance',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/J0K3R_SeptemberTrance_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/J0K3R_SeptemberTrance.zip,12,18,https://previews.cambridge-mt.com/SeptemberTrance_Full_Preview.mp3,https://previews.cambridge-mt.com/SeptemberTrance_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=417,
Electronica / Dance / Experimental,James Fabio,'Machines On Treadmills',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/JamesFabio_MachinesOnTreadmills_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/JamesFabio_MachinesOnTreadmills.zip,11,17,https://previews.cambridge-mt.com/MachinesOnTreadmills_Full_Preview.mp3,https://previews.cambridge-mt.com/MachinesOnTreadmills_Preview.mp3,https://previews.cambridge-mt.com/MachinesOnTreadmills_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=489,
Electronica / Dance / Experimental,John A Ardelli,'Asiza',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/JohnAArdelli_Asiza_Full.zip,,,25,https://previews.cambridge-mt.com/Asiza_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=418,
Electronica / Dance / Experimental,J P Lantieri,'Chardonnay',https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Chardonnay_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Chardonnay.zip,13,14,https://previews.cambridge-mt.com/Chardonnay_Full_Preview.mp3,https://previews.cambridge-mt.com/Chardonnay_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=401,
Electronica / Dance / Experimental,J P Lantieri,'Chardonnay (Lektrix Remix)',https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayLektrixRemix_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayLektrixRemix.zip,11,15,https://previews.cambridge-mt.com/ChardonnayLektrixRemix_Full_Preview.mp3,https://previews.cambridge-mt.com/ChardonnayLektrixRemix_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=402,
Electronica / Dance / Experimental,J P Lantieri,'Chardonnay (Mystik Vibe Remix)',https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayMystikVibeRemix_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayMystikVibeRemix.zip,14,14,https://previews.cambridge-mt.com/ChardonnayMystikVibeRemix_Full_Preview.mp3,https://previews.cambridge-mt.com/ChardonnayMystikVibeRemix_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=404,
Electronica / Dance / Experimental,J P Lantieri,'Chardonnay (Ornery Remix)',https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayOrneryRemix_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_ChardonnayOrneryRemix.zip,17,29,https://previews.cambridge-mt.com/ChardonnayOrneryRemix_Full_Preview.mp3,https://previews.cambridge-mt.com/ChardonnayOrneryRemix_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=403,
Electronica / Dance / Experimental,J P Lantieri,'Riesling',https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Riesling_Full_1.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK014/JPLantieri_Riesling.zip,62,79,https://previews.cambridge-mt.com/Riesling_Full_Preview.mp3,https://previews.cambridge-mt.com/Riesling_Preview.mp3,https://previews.cambridge-mt.com/Riesling_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=397,
Electronica / Dance / Experimental,Juliet's Rescue,'Heartbeats',https://mtkdata.cambridgemusictechnology.co.uk/MTK006/JulietsRescue_Heartbeats_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/JulietsRescue_Heartbeats.zip,24,45,https://previews.cambridge-mt.com/Heartbeats_Full_Preview.mp3,https://previews.cambridge-mt.com/Heartbeats_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=189,
Electronica / Dance / Experimental,Kai Roger Willumsen,'Dreamland',https://multitracks.cambridge-mt.com/KajRogerWillumsen_Dreamland_Full.zip,https://multitracks.cambridge-mt.com/KajRogerWillumsen_Dreamland.zip,24,31,https://previews.cambridge-mt.com/Dreamland_Full_Preview.mp3,https://previews.cambridge-mt.com/Dreamland_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=939,
Electronica / Dance / Experimental,Karl Hungus,'Got Your Love',https://mtkdata.cambridgemusictechnology.co.uk/MTK012/KarlHungus_GotYourLove_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK012/KarlHungus_GotYourLove.zip,27,71,https://previews.cambridge-mt.com/GotYourLove_Full_Preview.mp3,https://previews.cambridge-mt.com/GotYourLove_Preview.mp3,https://previews.cambridge-mt.com/GotYourLove_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=380,
Electronica / Dance / Experimental,Ludø,'Sandstorm',https://mtkdata.cambridgemusictechnology.co.uk/MTK019/Ludo_Sandstorm_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK019/Ludo_Sandstorm.zip,29,63,https://previews.cambridge-mt.com/Sandstorm_Full_Preview.mp3,https://previews.cambridge-mt.com/Sandstorm_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=522,
Electronica / Dance / Experimental,Marc Chesterman,'Plums',https://multitracks.cambridge-mt.com/MarcChesterman_Plums_Full.zip,,,6,https://previews.cambridge-mt.com/Plums_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=902,
Electronica / Dance / Experimental,The Mountaineering Club Orchestra,'Cruising The Ice',https://mtkdata.cambridgemusictechnology.co.uk/MTK004/MountaineeringClubOrchestra_CruisingTheIce_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/MountaineeringClubOrchestra_CruisingTheIce.zip,17,19,https://previews.cambridge-mt.com/CruisingTheIce_Full_Preview.mp3,https://previews.cambridge-mt.com/CruisingTheIce_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=175,
Electronica / Dance / Experimental,μ,'Too Bright',https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Mu_TooBright_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Mu_TooBright.zip,16,32,https://previews.cambridge-mt.com/TooBright_Full_Preview.mp3,https://previews.cambridge-mt.com/TooBright_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=277,
Electronica / Dance / Experimental,Mustafa Albazy,'Shela Ya Marhaba',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/MustafaAlbazy_ShelaYaMarhaba_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/MustafaAlbazy_ShelaYaMarhaba.zip,17,36,https://previews.cambridge-mt.com/ShelaYaMarhaba_Full_Preview.mp3,https://previews.cambridge-mt.com/ShelaYaMarhaba_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=469,
Electronica / Dance / Experimental,Mustafa Albazy,'Tgheer',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/MustafaAlbazy_Tgheer_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/MustafaAlbazy_Tgheer.zip,18,32,https://previews.cambridge-mt.com/Tgheer_Full_Preview.mp3,https://previews.cambridge-mt.com/Tgheer_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=456,
Electronica / Dance / Experimental,Nahum Strickland,'Steampunk Siege',https://mtkdata.cambridgemusictechnology.co.uk/MTK010/NahumStrickland_SteampunkSiege_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/NahumStrickland_SteampunkSiege.zip,12,21,https://previews.cambridge-mt.com/SteampunkSiege_Full_Preview.mp3,https://previews.cambridge-mt.com/SteampunkSiege_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=297,
Electronica / Dance / Experimental,Nervbloc,'Slapback',https://multitracks.cambridge-mt.com/Nervbloc_Slapback_Full.zip,https://multitracks.cambridge-mt.com/Nervbloc_Slapback.zip,14,27,https://previews.cambridge-mt.com/Slapback_Full_Preview.mp3,https://previews.cambridge-mt.com/Slapback_Preview.mp3,https://previews.cambridge-mt.com/Slapback_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=330,
Electronica / Dance / Experimental,Neuromantic,'Unfinished Dreams',https://multitracks.cambridge-mt.com/Neuromantic_UnfinishedDreams_Full.zip,https://multitracks.cambridge-mt.com/Neuromantic_UnfinishedDreams.zip,7,7,https://previews.cambridge-mt.com/UnfinishedDreams_Full_Preview.mp3,https://previews.cambridge-mt.com/UnfinishedDreams_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=942,
Electronica / Dance / Experimental,Neuromantic,'The Calm',https://multitracks.cambridge-mt.com/Neuromantic_TheCalm_Full.zip,https://multitracks.cambridge-mt.com/Neuromantic_TheCalm.zip,9,12,https://previews.cambridge-mt.com/TheCalm_Full_Preview.mp3,https://previews.cambridge-mt.com/TheCalm_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=804,
Electronica / Dance / Experimental,Nominal6,'Escape Of The Hopping Rhinos',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/Nominal6_EscapeOfTheHoppingRhinos_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/Nominal6_EscapeOfTheHoppingRhinos.zip,11,14,https://previews.cambridge-mt.com/EscapeOfTheHoppingRhinos_Full_Preview.mp3,https://previews.cambridge-mt.com/EscapeOfTheHoppingRhinos_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=462,
Electronica / Dance / Experimental,OctopusOnFire,'Russian Bot',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/OctopusOnFire_RussianBot_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/OctopusOnFire_RussianBot.zip,26,49,https://previews.cambridge-mt.com/RussianBot_Full_Preview.mp3,https://previews.cambridge-mt.com/RussianBot_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=495,
Electronica / Dance / Experimental,Pandemia eRock,'Macaco Regresso',https://multitracks.cambridge-mt.com/PandemiaErock_MacacoRegresso_Full.zip,https://multitracks.cambridge-mt.com/PandemiaErock_MacacoRegresso.zip,20,35,https://previews.cambridge-mt.com/MacacoRegresso_Full_Preview.mp3,https://previews.cambridge-mt.com/MacacoRegresso_Preview.mp3,https://previews.cambridge-mt.com/MacacoRegresso_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=783,
