Genre,Artist,Track Name,Full Multitrack Link,Excerpt Multitrack Link,Number of Tracks (Excerpt),Number of Tracks (Full),Full Mix Preview,Excerpt Mix Preview,Unmastered WAV,Forum Link,Podcast Link
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Eager Sails,'The Last Elm',https://mtkdata.cambridgemusictechnology.co.uk/MTK019/EagerSails_TheLastElm_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK019/EagerSails_TheLastElm.zip,46,61,https://previews.cambridge-mt.com/TheLastElm_Full_Preview.mp3,https://previews.cambridge-mt.com/TheLastElm_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=518,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Eager Sails,'Post Rock Is Dumb',https://multitracks.cambridge-mt.com/EagerSails_PostRockIsDumb_Full.zip,https://multitracks.cambridge-mt.com/EagerSails_PostRockIsDumb.zip,39,49,https://previews.cambridge-mt.com/PostRockIsDumb_Full_Preview.mp3,https://previews.cambridge-mt.com/PostRockIsDumb_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=785,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Ember Rev,NEW! 'Divers & Lazarus',https://multitracks.cambridge-mt.com/EmberRev_DivesAndLazarus_Full.zip,https://multitracks.cambridge-mt.com/EmberRev_DivesAndLazarus.zip,37,63,https://previews.cambridge-mt.com/DivesAndLazarus_Full_Preview.mp3,https://previews.cambridge-mt.com/DivesAndLazarus_Preview.mp3,https://previews.cambridge-mt.com/DivesAndLazarus_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=991,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Enter The Haggis,'Two Bare Hands',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/EnterTheHaggis_TwoBareHands_Full.zip,,,15,https://previews.cambridge-mt.com/TwoBareHands_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=484,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Escarràs,'No Limits',https://multitracks.cambridge-mt.com/Escarras_NoLimits_Full.zip,https://multitracks.cambridge-mt.com/Escarras_NoLimits.zip,39,55,https://previews.cambridge-mt.com/NoLimits_Full_Preview.mp3,https://previews.cambridge-mt.com/NoLimits_Preview.mp3,https://previews.cambridge-mt.com/NoLimits_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=884,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Evening Darling,'Passenger Side',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/EveningDarling_PassengerSide_Full.zip,,,20,https://previews.cambridge-mt.com/PassengerSide_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=482,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Fergessen,'Back From The Start',https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_BackFromTheStart_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_BackFromTheStart.zip,23,23,https://previews.cambridge-mt.com/BackFromTheStart_Full_Preview.mp3,https://previews.cambridge-mt.com/BackFromTheStart_Preview.mp3,https://previews.cambridge-mt.com/BackFromTheStart_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=211,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Fergessen,'Nos Palpitants',https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_NosPalpitants_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_NosPalpitants.zip,19,23,https://previews.cambridge-mt.com/NosPalpitants_Full_Preview.mp3,https://previews.cambridge-mt.com/NosPalpitants_Preview.mp3,https://previews.cambridge-mt.com/NosPalpitants_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=207,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Fergessen,'The Wind',https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_TheWind_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK006/Fergessen_TheWind.zip,30,31,https://previews.cambridge-mt.com/TheWind_Full_Preview.mp3,https://previews.cambridge-mt.com/TheWind_Preview.mp3,https://previews.cambridge-mt.com/TheWind_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=205,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,The Ferryboat Men,'The Winds Of Gypsy Moor',https://multitracks.cambridge-mt.com/TheFerryboatMen_WindsOfGypsyMoor_Full.zip,https://multitracks.cambridge-mt.com/TheFerryboatMen_WindsOfGypsyMoor.zip,32,41,https://previews.cambridge-mt.com/WindsOfGypsyMoor_Full_Preview.mp3,https://previews.cambridge-mt.com/WindsOfGypsyMoor_Preview.mp3,https://previews.cambridge-mt.com/WindsOfGypsyMoor_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=971,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Flags,'54',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1103_Flags_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/MR1103_Flags.zip,30,63,https://previews.cambridge-mt.com/1103_Remix.mp3,https://previews.cambridge-mt.com/1103_Preview.mp3,https://previews.cambridge-mt.com/54_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=73,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Fruition,'Santa Fe',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/Fruition_SantaFe_Full.zip,,,16,https://previews.cambridge-mt.com/SantaFe_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=483,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Funky Dawgs Brass Band,'Place 2 Be',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/FunkyDawgsBrassBand_Place2Be_Full.zip,,,25,https://previews.cambridge-mt.com/Place2Be_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=810,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,G-Bass Project,'New Day Dawning',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/GBassProject_NewDayDawning_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/GBassProject_NewDayDawning.zip,27,43,https://previews.cambridge-mt.com/NewDayDawning_Full_Preview.mp3,https://previews.cambridge-mt.com/NewDayDawning_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=416,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,G-Bass Project,'You Make Me Smile',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/GBassProject_YouMakeMeSmile_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/GBassProject_YouMakeMeSmile.zip,11,14,https://previews.cambridge-mt.com/YouMakeMeSmile_Full_Preview.mp3,https://previews.cambridge-mt.com/YouMakeMeSmile_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=428,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Ghost Note,'Ja Make Ya Dance',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/GhostNote_JaMakeYaDance_Full.zip,,,18,https://previews.cambridge-mt.com/JaMakeYaDance_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=423,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,The Great Enough,'Die Young',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/TheGreatEnough_DieYoung_Full.zip,,,20,https://previews.cambridge-mt.com/DieYoung_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=505,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hannes Keseberg,'You Know Better',https://mtkdata.cambridgemusictechnology.co.uk/MTK016/HannesKeseberg_YouKnowBetter_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK016/HannesKeseberg_YouKnowBetter.zip,21,34,https://previews.cambridge-mt.com/YouKnowBetter_Full_Preview.mp3,https://previews.cambridge-mt.com/YouKnowBetter_Preview.mp3,https://previews.cambridge-mt.com/YouKnowBetter_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=473,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hazael,'A Mi Lado',https://multitracks.cambridge-mt.com/Hazael_AMiLado_Full.zip,https://multitracks.cambridge-mt.com/Hazael_AMiLado.zip,19,22,https://previews.cambridge-mt.com/AMiLado_Full_Preview.mp3,https://previews.cambridge-mt.com/AMiLado_Preview.mp3,https://previews.cambridge-mt.com/AMiLado_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=790,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hazael,'Amor Que Lucha',https://multitracks.cambridge-mt.com/Hazael_AmorQueLucha_Full.zip,https://multitracks.cambridge-mt.com/Hazael_AmorQueLucha.zip,31,32,https://previews.cambridge-mt.com/AmorQueLucha_Full_Preview.mp3,https://previews.cambridge-mt.com/AmorQueLucha_Preview.mp3,https://previews.cambridge-mt.com/AmorQueLucha_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=933,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hazael,'Resistencia Para Un Nuevo Comenzar',https://multitracks.cambridge-mt.com/Hazael_ResistenciaParaUnNuevoComenzar_Full.zip,https://multitracks.cambridge-mt.com/Hazael_ResistenciaParaUnNuevoComenzar.zip,18,20,https://previews.cambridge-mt.com/ResistenciaParaUnNuevoComenzar_Full_Preview.mp3,https://previews.cambridge-mt.com/ResistenciaParaUnNuevoComenzar_Preview.mp3,https://previews.cambridge-mt.com/ResistenciaParaUnNuevoComenzar_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=751,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hazael,'Esto Se Llama Vivir',https://multitracks.cambridge-mt.com/Hazael_EstoSeLlamaVivir_Full.zip,https://multitracks.cambridge-mt.com/Hazael_EstoSeLlamaVivir.zip,13,14,https://previews.cambridge-mt.com/EstoSeLlamaVivir_Full_Preview.mp3,https://previews.cambridge-mt.com/EstoSeLlamaVivir_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=982,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hollowstate,'Gravediggers',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/Hollowstate_Gravediggers_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/Hollowstate_Gravediggers.zip,34,50,https://previews.cambridge-mt.com/Gravediggers_Full_Preview.mp3,https://previews.cambridge-mt.com/Gravediggers_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=480,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,How To Kill A Conversation,'Heart On My Thumb',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_HeartOnMyThumb_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_HeartOnMyThumb.zip,12,12,https://previews.cambridge-mt.com/HeartOnMyThumb_Full_Preview.mp3,https://previews.cambridge-mt.com/HeartOnMyThumb_Preview.mp3,https://previews.cambridge-mt.com/HeartOnMyThumb_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=75,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,How To Kill A Conversation,'Location Location',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_LocationLocation_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_LocationLocation.zip,16,16,https://previews.cambridge-mt.com/LocationLocation_Full_Preview.mp3,https://previews.cambridge-mt.com/LocationLocation_Preview.mp3,https://previews.cambridge-mt.com/LocationLocation_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=76,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,How To Kill A Conversation,'Mute',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Mute_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Mute.zip,12,12,https://previews.cambridge-mt.com/Mute_Full_Preview.mp3,https://previews.cambridge-mt.com/Mute_Preview.mp3,https://previews.cambridge-mt.com/Mute_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=77,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,How To Kill A Conversation,'Oil',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Oil_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Oil.zip,16,16,https://previews.cambridge-mt.com/Oil_Full_Preview.mp3,https://previews.cambridge-mt.com/Oil_Preview.mp3,https://previews.cambridge-mt.com/Oil_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=78,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,How To Kill A Conversation,'Showmonster',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Showmonster_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/HowToKillAConversation_Showmonster.zip,12,12,https://previews.cambridge-mt.com/Showmonster_Full_Preview.mp3,https://previews.cambridge-mt.com/Showmonster_Preview.mp3,https://previews.cambridge-mt.com/Showmonster_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=79,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Hurray For The Riff Raff,'Living In The City',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/HurrayForTheRiffRaff_LivingInTheCity_Full.zip,,,20,https://previews.cambridge-mt.com/LivingInTheCity_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=472,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Ikebe Shakedown,'The Last Stand',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/IkebeShakedown_TheLastStand_Full.zip,,,18,https://previews.cambridge-mt.com/TheLastStand_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=474,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Iron Point,NEW! 'Expired',https://multitracks.cambridge-mt.com/IronPoint_Expired_Full.zip,,,32,https://previews.cambridge-mt.com/Expired_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=984,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Jackie Greene,'Don't Let The Devil Take Your Mind',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/JackieGreene_DontLetTheDevilTakeYourMind_Full.zip,,,27,https://previews.cambridge-mt.com/DontLetTheDevilTakeYourMind_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=301,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,JAKUB BYZIA,'SODA ENVY',https://multitracks.cambridge-mt.com/JakubByzia_SodaEnvy_Full.zip,https://multitracks.cambridge-mt.com/JakubByzia_SodaEnvy.zip,56,61,https://previews.cambridge-mt.com/SodaEnvy_Full_Preview.mp3,https://previews.cambridge-mt.com/SodaEnvy_Preview.mp3,https://previews.cambridge-mt.com/SodaEnvy_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=937,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,James Timms x Benjamin Coosemans,'Can You Say The Same',https://mtkdata.cambridgemusictechnology.co.uk/MTK021/JamesTimmsBenjaminCoosemans_CanYouSayTheSame_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK021/JamesTimmsBenjaminCoosemans_CanYouSayTheSame.zip,29,40,https://previews.cambridge-mt.com/CanYouSayTheSame_Full_Preview.mp3,https://previews.cambridge-mt.com/CanYouSayTheSame_Preview.mp3,https://previews.cambridge-mt.com/CanYouSayTheSame_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=732,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Jamie Kent,'All American Mutt',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/JamieKent_AllAmericanMutt_Full.zip,,,16,https://previews.cambridge-mt.com/AllAmericanMutt_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=413,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,"Jokers, Jacks & Kings",'Sea Of Leaves',https://mtkdata.cambridgemusictechnology.co.uk/MTK003/MR1204_JokersJacksKings_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK003/MR1204_JokersJacksKings.zip,22,33,https://previews.cambridge-mt.com/1204_Remix.mp3,https://previews.cambridge-mt.com/1204_Preview.mp3,https://previews.cambridge-mt.com/SeaOfLeaves_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=81,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Kung Fu,'Daddy D',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/KungFu_DaddyD_Full.zip,,,24,https://previews.cambridge-mt.com/DaddyD_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=817,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Kung Fu,'Joy Ride',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/KungFu_JoyRide_Full.zip,,,24,https://previews.cambridge-mt.com/JoyRide_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=475,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Leftover Salmon,'River's Risin',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/LeftoverSalmon_RiversRisin_Full.zip,,,16,https://previews.cambridge-mt.com/RiversRisin_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=303,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Lingua Funqa,'Do It Again',https://multitracks.cambridge-mt.com/LinguaFunqa_DoItAgain_Full.zip,https://multitracks.cambridge-mt.com/LinguaFunqa_DoItAgain.zip,32,61,https://previews.cambridge-mt.com/DoItAgain_Full_Preview.mp3,https://previews.cambridge-mt.com/DoItAgain_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=887,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Lingua Funqa,'Just One Minute',https://mtkdata.cambridgemusictechnology.co.uk/MTK018/LinguaFunqa_JustOneMinute_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK018/LinguaFunqa_JustOneMinute.zip,40,55,https://previews.cambridge-mt.com/JustOneMinute_Full_Preview.mp3,https://previews.cambridge-mt.com/JustOneMinute_Preview.mp3,https://previews.cambridge-mt.com/JustOneMinute_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=457,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Mady & Seus Namorados,'Pirarucumbia',https://multitracks.cambridge-mt.com/MadyAndSeusNamorados_Pirarucumbia_Full.zip,https://multitracks.cambridge-mt.com/MadyAndSeusNamorados_Pirarucumbia.zip,19,28,https://previews.cambridge-mt.com/Pirarucumbia_Full_Preview.mp3,https://previews.cambridge-mt.com/Pirarucumbia_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=815,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Malenky Slovos,'Matterplay',https://mtkdata.cambridgemusictechnology.co.uk/MTK010/MalenkySlovos_Matterplay_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/MalenkySlovos_Matterplay.zip,18,34,https://previews.cambridge-mt.com/Matterplay_Full_Preview.mp3,https://previews.cambridge-mt.com/Matterplay_Preview.mp3,https://previews.cambridge-mt.com/Matterplay_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=320,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Man About A Dog,'Maggie May',https://mtkdata.cambridgemusictechnology.co.uk/MTK001/ManAboutADog_MaggieMay_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK001/ManAboutADog_MaggieMay.zip,11,15,https://previews.cambridge-mt.com/MaggieMay_Full_Preview.mp3,https://previews.cambridge-mt.com/MaggieMay_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=82,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Marcus Boeltz,'Shut Up And Play',https://mtkdata.cambridgemusictechnology.co.uk/MTK015/MarcusBoeltz_ShutUpAndPlay_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK015/MarcusBoeltz_ShutUpAndPlay.zip,14,15,https://previews.cambridge-mt.com/ShutUpAndPlay_Full_Preview.mp3,https://previews.cambridge-mt.com/ShutUpAndPlay_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=414,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,McLovins,'Buildin' It Up',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/McLovins_BuildinItUp_Full.zip,,,17,https://previews.cambridge-mt.com/BuildinItUp_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=476,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Motor Tapes,'Shore',https://mtkdata.cambridgemusictechnology.co.uk/MTK007/MotorTapes_Shore_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK007/MotorTapes_Shore.zip,22,43,https://previews.cambridge-mt.com/Shore_Full_Preview.mp3,https://previews.cambridge-mt.com/Shore_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=219,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,The Mountaineering Club,'Mallory',https://mtkdata.cambridgemusictechnology.co.uk/MTK004/MR1205_MountaineeringClub_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK004/MR1205_MountaineeringClub.zip,15,44,https://previews.cambridge-mt.com/1205_Remix.mp3,https://previews.cambridge-mt.com/1205_Preview.mp3,https://previews.cambridge-mt.com/Mallory_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=152,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,The MudPuddles,'Dark Space',https://multitracks.cambridge-mt.com/MudPuddles_DarkSpace_Full.zip,https://multitracks.cambridge-mt.com/MudPuddles_DarkSpace.zip,29,51,https://previews.cambridge-mt.com/DarkSpace_Full_Preview.mp3,https://previews.cambridge-mt.com/DarkSpace_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=850,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Neon Hornet,'Take It Off',https://mtkdata.cambridgemusictechnology.co.uk/MTK010/NeonHornet_TakeItOff_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/NeonHornet_TakeItOff.zip,11,15,https://previews.cambridge-mt.com/TakeItOff_Full_Preview.mp3,https://previews.cambridge-mt.com/TakeItOff_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=329,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Nerve 9,'Living Lie',https://mtkdata.cambridgemusictechnology.co.uk/MTK020/Nerve9_LivingLie_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK020/Nerve9_LivingLie.zip,16,35,https://previews.cambridge-mt.com/LivingLie_Full_Preview.mp3,https://previews.cambridge-mt.com/LivingLie_Preview.mp3,https://previews.cambridge-mt.com/LivingLie_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=546,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Nerve 9,'Pray For The Rain',https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Nerve9_PrayForTheRain_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK009/Nerve9_PrayForTheRain.zip,35,47,https://previews.cambridge-mt.com/PrayForTheRain_Full_Preview.mp3,https://previews.cambridge-mt.com/PrayForTheRain_Preview.mp3,https://previews.cambridge-mt.com/PrayForTheRain_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=288,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,One Time Weekend,'One Time Weekend',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/OneTimeWeekend_OneTimeWeekend_Full.zip,,,18,https://previews.cambridge-mt.com/OneTimeWeekend_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=498,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Our Good Wolf,'Tourism',https://multitracks.cambridge-mt.com/OurGoodWolf_Tourism_Full.zip,https://multitracks.cambridge-mt.com/OurGoodWolf_Tourism.zip,20,25,https://previews.cambridge-mt.com/Tourism_Full_Preview.mp3,https://previews.cambridge-mt.com/Tourism_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=861,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Paul Smith & 8 Days A Week Studio,NEW! 'The Weight',https://multitracks.cambridge-mt.com/RoswellAudio_TheWeight_Full.zip,,,17,https://previews.cambridge-mt.com/TheWeight_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=985,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,The Penniless Wild,'Seat Back',https://mtkdata.cambridgemusictechnology.co.uk/Telefunken/ThePennilessWild_SeatBack_Full.zip,,,20,https://previews.cambridge-mt.com/SeatBack_Full_Preview.mp3,,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=506,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Perdidos Na Zona Sul,'Meu Bem',https://multitracks.cambridge-mt.com/PerdidosNaZonaSul_MeuBem_Full.zip,https://multitracks.cambridge-mt.com/PerdidosNaZonaSul_MeuBem.zip,21,26,https://previews.cambridge-mt.com/MeuBem_Full_Preview.mp3,https://previews.cambridge-mt.com/MeuBem_Preview.mp3,https://previews.cambridge-mt.com/MeuBem_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=753,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Peter White,'The Blues Is A Lady',https://mtkdata.cambridgemusictechnology.co.uk/MTK010/PeterWhite_TheBluesIsALady_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK010/PeterWhite_TheBluesIsALady.zip,21,24,https://previews.cambridge-mt.com/TheBluesIsALady_Full_Preview.mp3,https://previews.cambridge-mt.com/TheBluesIsALady_Preview.mp3,https://previews.cambridge-mt.com/TheBluesIsALady_UnmasteredWAV.wav,https://discussion.cambridge-mt.com/forumdisplay.php?fid=299,
Alt Rock / Blues / Country Rock / Indie / Funk / Reggae,Peter White,'Crazy Girl',https://mtkdata.cambridgemusictechnology.co.uk/MTK020/PeterWhite_CrazyGirl_Full.zip,https://mtkdata.cambridgemusictechnology.co.uk/MTK020/PeterWhite_CrazyGirl.zip,30,37,https://previews.cambridge-mt.com/CrazyGirl_Full_Preview.mp3,https://previews.cambridge-mt.com/CrazyGirl_Preview.mp3,,https://discussion.cambridge-mt.com/forumdisplay.php?fid=541,
